wafer_id,target,status,timestamp,calibrated_failure_probability,prediction_confidence,combined_uncertainty,data_confidence,ood_percentile,missing_sensor_rate,probability_interval_lower,probability_interval_upper,probability_interval_width,uncertainty_adjusted_decision,abstention_reason,failed_neighbour_count,passed_neighbour_count,historical_weighted_failure_rate,historical_raw_failure_rate,mean_similarity,maximum_similarity,historical_evidence_level,positive_shap_total,negative_shap_total,top_risk_features,top_protective_features,explanation_text,model_evidence_strength,prediction_reliability,data_familiarity_score,data_familiarity_band,derived_historical_evidence,evidence_agreement,evidence_conflict_flag,recommended_action,engineering_evidence_narrative,primary_decision_retained,new_failure_probability_created,physical_root_cause_claimed
WF-001243,1,Fail,2008-10-02 14:10:00,0.1296846647603923,0.2400582744467248,0.7599417255532752,0.6822344595193757,0.6185155626496409,0.0177777777777777,0.0941021023517572,0.151767826830489,0.0576657244787317,High Risk,No abstention,0,10,0.0,0.0,0.6007010334624477,0.8627342426595915,No Retrieved Failure Evidence,0.212128550730594,0.2304142650163083,"sensor_104, sensor_511, sensor_125, sensor_133, sensor_434","sensor_214, sensor_352, sensor_060, sensor_079","The record was assigned to High Risk with a calibrated failure probability of 12.97%. The strongest model contributions increasing risk were sensor_104, sensor_511, sensor_125. Contributions reducing predicted risk were sensor_214, sensor_352, sensor_060. The internal prediction-confidence score was 24.01%. Because SECOM sensors are anonymous, these features must be treated as statistical indicators rather than confirmed physical root causes.",Strong Risk Signal,Low Reliability,0.3814844373503591,Unusual,No Retrieved Historical Failure Evidence,High Risk with Reliability Caution,True,Hold for inspection or prioritised engineering assessment before continuing.,"The primary operational decision is High Risk. The retained Beta-calibrated model estimated a failure probability of 12.97%, corresponding to Strong Risk Signal. Prediction reliability is Low Reliability, and the record is unusual relative to the development data. The ten retrieved development neighbours contained 0 observed failures, with a similarity-weighted historical failure rate of 0.00%; this is classified as No Retrieved Historical Failure Evidence. The principal model-attribution features were sensor_104, sensor_511, sensor_125, sensor_133, sensor_434. Overall evidence status: High Risk with Reliability Caution. Historical similarity and SHAP attribution are supporting statistical evidence only and do not establish a physical root cause.",True,False,False
WF-000080,0,Pass,2008-08-03 17:58:00,0.1217196747138822,0.1876960654735811,0.8123039345264189,0.5059375720493039,0.8212290502793296,0.0177777777777777,0.0740371511487091,0.1353509198733669,0.0613137687246578,High Risk,No abstention,1,9,0.0194391408357076,0.1,0.3116648802082197,0.8278933824378955,Limited Failure Evidence,0.2129008464272694,0.2397103702367932,"sensor_104, sensor_060, sensor_511, sensor_386, sensor_520","sensor_201, sensor_432, sensor_015, sensor_461","The record was assigned to High Risk with a calibrated failure probability of 12.17%. The strongest model contributions increasing risk were sensor_104, sensor_060, sensor_511. Contributions reducing predicted risk were sensor_201, sensor_432, sensor_015. The internal prediction-confidence score was 18.77%. Because SECOM sensors are anonymous, these features must be treated as statistical indicators rather than confirmed physical root causes.",Strong Risk Signal,Low Reliability,0.17877094972067042,Unusual,Limited Historical Failure Evidence,High Risk with Reliability Caution,True,Hold for inspection or prioritised engineering assessment before continuing.,"The primary operational decision is High Risk. The retained Beta-calibrated model estimated a failure probability of 12.17%, corresponding to Strong Risk Signal. Prediction reliability is Low Reliability, and the record is unusual relative to the development data. The ten retrieved development neighbours contained 1 observed failures, with a similarity-weighted historical failure rate of 1.94%; this is classified as Limited Historical Failure Evidence. The principal model-attribution features were sensor_104, sensor_060, sensor_511, sensor_386, sensor_520. Overall evidence status: High Risk with Reliability Caution. Historical similarity and SHAP attribution are supporting statistical evidence only and do not establish a physical root cause.",True,False,False
WF-000196,0,Pass,2008-08-12 04:23:00,0.0824352728077776,0.1408361504996082,0.8591638495003917,0.4350045224793828,0.9640861931364724,0.0466666666666666,0.0625672252924415,0.1354693969106647,0.0729021716182232,Insufficient Evidence,Low confidence and high uncertainty,1,9,0.0143404562285758,0.1,0.1833334790068718,0.8306532896575086,Limited Failure Evidence,0.1849781775136613,0.261692463227947,"sensor_104, sensor_060, sensor_511, sensor_432, sensor_181","sensor_470, sensor_480, sensor_478, sensor_342, sensor_208","The record was assigned to Insufficient Evidence with a calibrated failure probability of 8.24%. The strongest model contributions increasing risk were sensor_104, sensor_060, sensor_511. Contributions reducing predicted risk were sensor_470, sensor_480, sensor_478. The internal prediction-confidence score was 14.08%. Because SECOM sensors are anonymous, these features must be treated as statistical indicators rather than confirmed physical root causes.",Strong Risk Signal,Low Reliability,0.03591380686352763,Outside Typical Historical Experience,Limited Historical Failure Evidence,Insufficient Evidence,True,Repeat or verify available measurements and obtain engineering review before making a release decision.,"The primary operational decision is Insufficient Evidence. The retained Beta-calibrated model estimated a failure probability of 8.24%, corresponding to Strong Risk Signal. Prediction reliability is Low Reliability, and the record is outside typical historical experience relative to the development data. The ten retrieved development neighbours contained 1 observed failures, with a similarity-weighted historical failure rate of 1.43%; this is classified as Limited Historical Failure Evidence. The principal model-attribution features were sensor_104, sensor_060, sensor_511, sensor_432, sensor_181. Overall evidence status: Insufficient Evidence. Historical similarity and SHAP attribution are supporting statistical evidence only and do not establish a physical root cause.",True,False,False
WF-001398,0,Pass,2008-10-07 11:16:00,0.1069377987734891,0.1910463014371493,0.8089536985628507,0.4206223286335018,0.980047885075818,0.0177777777777777,0.0961582767567672,0.1477312780559458,0.0515730012991785,Insufficient Evidence,Extreme out-of-distribution evidence,3,7,2.6641067868964327e-16,0.3,7.713837107483136e-07,7.713740051308858e-06,Limited Failure Evidence,0.2053550327658345,0.2492121756229774,"sensor_478, sensor_206, sensor_342, sensor_476, sensor_066","sensor_214, sensor_104, sensor_352, sensor_317","The record was assigned to Insufficient Evidence with a calibrated failure probability of 10.69%. The strongest model contributions increasing risk were sensor_478, sensor_206, sensor_342. Contributions reducing predicted risk were sensor_214, sensor_104, sensor_352. The internal prediction-confidence score was 19.10%. Because SECOM sensors are anonymous, these features must be treated as statistical indicators rather than confirmed physical root causes.",Strong Risk Signal,Low Reliability,0.01995211492418203,Outside Typical Historical Experience,Limited Historical Failure Evidence,Insufficient Evidence,True,Repeat or verify available measurements and obtain engineering review before making a release decision.,"The primary operational decision is Insufficient Evidence. The retained Beta-calibrated model estimated a failure probability of 10.69%, corresponding to Strong Risk Signal. Prediction reliability is Low Reliability, and the record is outside typical historical experience relative to the development data. The ten retrieved development neighbours contained 3 observed failures, with a similarity-weighted historical failure rate of 0.00%; this is classified as Limited Historical Failure Evidence. The principal model-attribution features were sensor_478, sensor_206, sensor_342, sensor_476, sensor_066. Overall evidence status: Insufficient Evidence. Historical similarity and SHAP attribution are supporting statistical evidence only and do not establish a physical root cause.",True,False,False
WF-000069,0,Pass,2008-08-01 12:29:00,0.1550037502939744,0.2080502909361731,0.7919497090638269,0.561292897047087,0.8036711891460495,0.0,0.0924112261975475,0.150443826463579,0.0580326002660315,High Risk,No abstention,0,10,0.0,0.0,0.4473273053197862,0.8904892831133878,No Retrieved Failure Evidence,0.2238421434975267,0.2174850006403838,"sensor_060, sensor_104, sensor_065, sensor_066, sensor_317","sensor_015, sensor_386, sensor_144","The record was assigned to High Risk with a calibrated failure probability of 15.50%. The strongest model contributions increasing risk were sensor_060, sensor_104, sensor_065. Contributions reducing predicted risk were sensor_015, sensor_386, sensor_144. The internal prediction-confidence score was 20.81%. Because SECOM sensors are anonymous, these features must be treated as statistical indicators rather than confirmed physical root causes.",Strong Risk Signal,Low Reliability,0.1963288108539505,Unusual,No Retrieved Historical Failure Evidence,High Risk with Reliability Caution,True,Hold for inspection or prioritised engineering assessment before continuing.,"The primary operational decision is High Risk. The retained Beta-calibrated model estimated a failure probability of 15.50%, corresponding to Strong Risk Signal. Prediction reliability is Low Reliability, and the record is unusual relative to the development data. The ten retrieved development neighbours contained 0 observed failures, with a similarity-weighted historical failure rate of 0.00%; this is classified as No Retrieved Historical Failure Evidence. The principal model-attribution features were sensor_060, sensor_104, sensor_065, sensor_066, sensor_317. Overall evidence status: High Risk with Reliability Caution. Historical similarity and SHAP attribution are supporting statistical evidence only and do not establish a physical root cause.",True,False,False
WF-001454,0,Pass,2008-10-10 21:07:00,0.0243358776993061,0.3806601133161633,0.6193398866838367,0.6276894564157134,0.5849960095770151,0.0088888888888888,0.0274436493986563,0.0418278922598159,0.0143842428611596,Low Risk,No abstention,3,7,0.326241097958449,0.3,0.5740792555753746,0.8118303403899486,Moderate Failure Evidence,0.1289341696699447,0.3369341696699446,"sensor_478, sensor_206, sensor_342","sensor_104, sensor_032, sensor_352, sensor_060, sensor_511","The record was assigned to Low Risk with a calibrated failure probability of 2.43%. The strongest model contributions increasing risk were sensor_478, sensor_206, sensor_342. Contributions reducing predicted risk were sensor_104, sensor_032, sensor_352. The internal prediction-confidence score was 38.07%. Because SECOM sensors are anonymous, these features must be treated as statistical indicators rather than confirmed physical root causes.",Moderate Low-Risk Signal,Moderate Reliability,0.41500399042298486,Familiar,Strong Historical Failure Evidence,Low-Risk Decision with Historical Conflict,True,Do not rely on automatic release alone. Verify the highlighted evidence before continuing.,"The primary operational decision is Low Risk. The retained Beta-calibrated model estimated a failure probability of 2.43%, corresponding to Moderate Low-Risk Signal. Prediction reliability is Moderate Reliability, and the record is familiar relative to the development data. The ten retrieved development neighbours contained 3 observed failures, with a similarity-weighted historical failure rate of 32.62%; this is classified as Strong Historical Failure Evidence. The principal model-attribution features were sensor_478, sensor_206, sensor_342. Overall evidence status: Low-Risk Decision with Historical Conflict. Historical similarity and SHAP attribution are supporting statistical evidence only and do not establish a physical root cause.",True,False,False
WF-000519,1,Fail,2008-08-29 06:45:00,0.0920218471522257,0.2390764535929155,0.7609235464070845,0.4565760397268777,0.8818834796488427,0.0177777777777777,0.074090044994988,0.111484151673111,0.0373941066781229,High Risk,No abstention,0,10,0.0,0.0,0.020918319253511,0.0469457278020254,No Retrieved Failure Evidence,0.1833903346837184,0.2464379537313374,"sensor_060, sensor_478, sensor_342, sensor_206, sensor_574","sensor_104, sensor_126, sensor_201, sensor_282, sensor_123","The record was assigned to High Risk with a calibrated failure probability of 9.20%. The strongest model contributions increasing risk were sensor_060, sensor_478, sensor_342. Contributions reducing predicted risk were sensor_104, sensor_126, sensor_201. The internal prediction-confidence score was 23.91%. Because SECOM sensors are anonymous, these features must be treated as statistical indicators rather than confirmed physical root causes.",Strong Risk Signal,Low Reliability,0.11811652035115727,Outside Typical Historical Experience,No Retrieved Historical Failure Evidence,High Risk with Reliability Caution,True,Hold for inspection or prioritised engineering assessment before continuing.,"The primary operational decision is High Risk. The retained Beta-calibrated model estimated a failure probability of 9.20%, corresponding to Strong Risk Signal. Prediction reliability is Low Reliability, and the record is outside typical historical experience relative to the development data. The ten retrieved development neighbours contained 0 observed failures, with a similarity-weighted historical failure rate of 0.00%; this is classified as No Retrieved Historical Failure Evidence. The principal model-attribution features were sensor_060, sensor_478, sensor_342, sensor_206, sensor_574. Overall evidence status: High Risk with Reliability Caution. Historical similarity and SHAP attribution are supporting statistical evidence only and do not establish a physical root cause.",True,False,False
WF-001541,0,Pass,2008-10-15 21:44:00,0.0320251230365045,0.3676310160536518,0.6323689839463482,0.6326734060477077,0.7948922585794094,0.0177777777777777,0.0284793528953675,0.0472679382820983,0.0187885853867307,Low Risk,No abstention,1,9,0.1727384224790922,0.1,0.4497806818609843,0.7769440544623687,Limited Failure Evidence,0.122408970451179,0.3039803990226076,sensor_153,"sensor_214, sensor_131, sensor_104, sensor_352, sensor_126","The record was assigned to Low Risk with a calibrated failure probability of 3.20%. The strongest model contributions increasing risk were sensor_153. Contributions reducing predicted risk were sensor_214, sensor_131, sensor_104. The internal prediction-confidence score was 36.76%. Because SECOM sensors are anonymous, these features must be treated as statistical indicators rather than confirmed physical root causes.",Moderate Low-Risk Signal,Moderate Reliability,0.20510774142059063,Unusual,Moderate Historical Failure Evidence,Low-Risk Decision with Historical Conflict,True,Do not rely on automatic release alone. Verify the highlighted evidence before continuing.,"The primary operational decision is Low Risk. The retained Beta-calibrated model estimated a failure probability of 3.20%, corresponding to Moderate Low-Risk Signal. Prediction reliability is Moderate Reliability, and the record is unusual relative to the development data. The ten retrieved development neighbours contained 1 observed failures, with a similarity-weighted historical failure rate of 17.27%; this is classified as Moderate Historical Failure Evidence. The principal model-attribution features were sensor_153. Overall evidence status: Low-Risk Decision with Historical Conflict. Historical similarity and SHAP attribution are supporting statistical evidence only and do not establish a physical root cause.",True,False,False
WF-000059,1,Fail,2008-07-30 21:16:00,0.1271055599532795,0.1648954744173592,0.8351045255826408,0.4430167597765364,0.968874700718276,0.0,0.0813205509687487,0.1464061916643698,0.065085640695621,High Risk,No abstention,1,9,0.1027902834013755,0.1,0.2844688924225927,0.4584572185391862,Limited Failure Evidence,0.2150011328361524,0.2360011328361523,"sensor_060, sensor_034, sensor_432, sensor_153","sensor_104, sensor_201, sensor_478, sensor_317, sensor_548","The record was assigned to High Risk with a calibrated failure probability of 12.71%. The strongest model contributions increasing risk were sensor_060, sensor_034, sensor_432. Contributions reducing predicted risk were sensor_104, sensor_201, sensor_478. The internal prediction-confidence score was 16.49%. Because SECOM sensors are anonymous, these features must be treated as statistical indicators rather than confirmed physical root causes.",Strong Risk Signal,Low Reliability,0.031125299281724028,Outside Typical Historical Experience,Limited Historical Failure Evidence,High Risk with Reliability Caution,True,Hold for inspection or prioritised engineering assessment before continuing.,"The primary operational decision is High Risk. The retained Beta-calibrated model estimated a failure probability of 12.71%, corresponding to Strong Risk Signal. Prediction reliability is Low Reliability, and the record is outside typical historical experience relative to the development data. The ten retrieved development neighbours contained 1 observed failures, with a similarity-weighted historical failure rate of 10.28%; this is classified as Limited Historical Failure Evidence. The principal model-attribution features were sensor_060, sensor_034, sensor_432, sensor_153. Overall evidence status: High Risk with Reliability Caution. Historical similarity and SHAP attribution are supporting statistical evidence only and do not establish a physical root cause.",True,False,False
WF-001487,0,Pass,2008-10-13 19:40:00,0.015831868315119,0.4202069249977919,0.5797930750022081,0.6961927817682008,0.7390263367916999,0.0355555555555555,0.016706078124729,0.0293632356200813,0.0126571574953523,Low Risk,No abstention,0,10,0.0,0.0,0.7293655183161034,0.9839215973084798,No Retrieved Failure Evidence,0.1064575014650119,0.3523860728935833,sensor_082,"sensor_131, sensor_104, sensor_060, sensor_478, sensor_511","The record was assigned to Low Risk with a calibrated failure probability of 1.58%. The strongest model contributions increasing risk were sensor_082. Contributions reducing predicted risk were sensor_131, sensor_104, sensor_060. The internal prediction-confidence score was 42.02%. Because SECOM sensors are anonymous, these features must be treated as statistical indicators rather than confirmed physical root causes.",Strong Low-Risk Signal,Moderate Reliability,0.26097366320830007,Unusual,No Retrieved Historical Failure Evidence,Low-Risk Decision with Reliability Caution,True,Do not rely on automatic release alone. Verify the highlighted evidence before continuing.,"The primary operational decision is Low Risk. The retained Beta-calibrated model estimated a failure probability of 1.58%, corresponding to Strong Low-Risk Signal. Prediction reliability is Moderate Reliability, and the record is unusual relative to the development data. The ten retrieved development neighbours contained 0 observed failures, with a similarity-weighted historical failure rate of 0.00%; this is classified as No Retrieved Historical Failure Evidence. The principal model-attribution features were sensor_082. Overall evidence status: Low-Risk Decision with Reliability Caution. Historical similarity and SHAP attribution are supporting statistical evidence only and do not establish a physical root cause.",True,False,False
WF-001500,0,Pass,2008-10-14 13:13:00,0.0273699445319095,0.3551091042622691,0.6448908957377308,0.6434393899086637,0.879489225857941,0.0355555555555555,0.0264004597807894,0.0532125221285835,0.0268120623477941,Low Risk,No abstention,0,10,0.0,0.0,0.6217571862359454,0.8253720855577105,No Retrieved Failure Evidence,0.118501085398619,0.3154058473033809,sensor_127,"sensor_214, sensor_104, sensor_352, sensor_126, sensor_060","The record was assigned to Low Risk with a calibrated failure probability of 2.74%. The strongest model contributions increasing risk were sensor_127. Contributions reducing predicted risk were sensor_214, sensor_104, sensor_352. The internal prediction-confidence score was 35.51%. Because SECOM sensors are anonymous, these features must be treated as statistical indicators rather than confirmed physical root causes.",Moderate Low-Risk Signal,Moderate Reliability,0.12051077414205902,Outside Typical Historical Experience,No Retrieved Historical Failure Evidence,Low-Risk Decision with Reliability Caution,True,Do not rely on automatic release alone. Verify the highlighted evidence before continuing.,"The primary operational decision is Low Risk. The retained Beta-calibrated model estimated a failure probability of 2.74%, corresponding to Moderate Low-Risk Signal. Prediction reliability is Moderate Reliability, and the record is outside typical historical experience relative to the development data. The ten retrieved development neighbours contained 0 observed failures, with a similarity-weighted historical failure rate of 0.00%; this is classified as No Retrieved Historical Failure Evidence. The principal model-attribution features were sensor_127. Overall evidence status: Low-Risk Decision with Reliability Caution. Historical similarity and SHAP attribution are supporting statistical evidence only and do not establish a physical root cause.",True,False,False
WF-000032,0,Pass,2008-07-27 22:28:00,0.0918302668887925,0.2243347643134326,0.7756652356865673,0.5094972067039106,0.8747007182761373,0.0,0.0669714197756684,0.1119921181172915,0.045020698341623,High Risk,No abstention,1,9,0.0877594546021584,0.1,0.3671699654124069,0.6305269163252567,Limited Failure Evidence,0.1767891665284637,0.2400986903379875,"sensor_060, sensor_065, sensor_386, sensor_520, sensor_406","sensor_104, sensor_432, sensor_478, sensor_206, sensor_201","The record was assigned to High Risk with a calibrated failure probability of 9.18%. The strongest model contributions increasing risk were sensor_060, sensor_065, sensor_386. Contributions reducing predicted risk were sensor_104, sensor_432, sensor_478. The internal prediction-confidence score was 22.43%. Because SECOM sensors are anonymous, these features must be treated as statistical indicators rather than confirmed physical root causes.",Strong Risk Signal,Low Reliability,0.12529928172386273,Outside Typical Historical Experience,Limited Historical Failure Evidence,High Risk with Reliability Caution,True,Hold for inspection or prioritised engineering assessment before continuing.,"The primary operational decision is High Risk. The retained Beta-calibrated model estimated a failure probability of 9.18%, corresponding to Strong Risk Signal. Prediction reliability is Low Reliability, and the record is outside typical historical experience relative to the development data. The ten retrieved development neighbours contained 1 observed failures, with a similarity-weighted historical failure rate of 8.78%; this is classified as Limited Historical Failure Evidence. The principal model-attribution features were sensor_060, sensor_065, sensor_386, sensor_520, sensor_406. Overall evidence status: High Risk with Reliability Caution. Historical similarity and SHAP attribution are supporting statistical evidence only and do not establish a physical root cause.",True,False,False
WF-000113,0,Pass,2008-08-05 06:11:00,0.1003935256931306,0.2133200057636572,0.7866799942363427,0.6955665513877805,0.6624102154828412,0.0088888888888888,0.0792822568382728,0.1763714269441715,0.0970891701058986,High Risk,No abstention,1,9,0.0008161783769446,0.1,0.0400119740478985,0.3681906494549284,Limited Failure Evidence,0.1981588633275502,0.2501588633275501,"sensor_104, sensor_060, sensor_034, sensor_153","sensor_206, sensor_389, sensor_478, sensor_485, sensor_447","The record was assigned to High Risk with a calibrated failure probability of 10.04%. The strongest model contributions increasing risk were sensor_104, sensor_060, sensor_034. Contributions reducing predicted risk were sensor_206, sensor_389, sensor_478. The internal prediction-confidence score was 21.33%. Because SECOM sensors are anonymous, these features must be treated as statistical indicators rather than confirmed physical root causes.",Strong Risk Signal,Low Reliability,0.3375897845171588,Unusual,Limited Historical Failure Evidence,High Risk with Reliability Caution,True,Hold for inspection or prioritised engineering assessment before continuing.,"The primary operational decision is High Risk. The retained Beta-calibrated model estimated a failure probability of 10.04%, corresponding to Strong Risk Signal. Prediction reliability is Low Reliability, and the record is unusual relative to the development data. The ten retrieved development neighbours contained 1 observed failures, with a similarity-weighted historical failure rate of 0.08%; this is classified as Limited Historical Failure Evidence. The principal model-attribution features were sensor_104, sensor_060, sensor_034, sensor_153. Overall evidence status: High Risk with Reliability Caution. Historical similarity and SHAP attribution are supporting statistical evidence only and do not establish a physical root cause.",True,False,False
WF-000690,0,Pass,2008-09-02 14:09:00,0.1403861357013753,0.2042636023153765,0.7957363976846235,0.6480601223729715,0.538707102952913,0.0533333333333333,0.0927724874111981,0.1947745592833216,0.1020020718721235,High Risk,No abstention,2,8,0.1986318928131444,0.2,0.4916036300435481,0.7994504227223234,Limited Failure Evidence,0.2225839814529196,0.2300363624053006,"sensor_104, sensor_349, sensor_034","sensor_248, sensor_511, sensor_520, sensor_386, sensor_271","The record was assigned to High Risk with a calibrated failure probability of 14.04%. The strongest model contributions increasing risk were sensor_104, sensor_349, sensor_034. Contributions reducing predicted risk were sensor_248, sensor_511, sensor_520. The internal prediction-confidence score was 20.43%. Because SECOM sensors are anonymous, these features must be treated as statistical indicators rather than confirmed physical root causes.",Strong Risk Signal,Low Reliability,0.461292897047087,Familiar,Moderate Historical Failure Evidence,High Risk with Reliability Caution,True,Hold for inspection or prioritised engineering assessment before continuing.,"The primary operational decision is High Risk. The retained Beta-calibrated model estimated a failure probability of 14.04%, corresponding to Strong Risk Signal. Prediction reliability is Low Reliability, and the record is familiar relative to the development data. The ten retrieved development neighbours contained 2 observed failures, with a similarity-weighted historical failure rate of 19.86%; this is classified as Moderate Historical Failure Evidence. The principal model-attribution features were sensor_104, sensor_349, sensor_034. Overall evidence status: High Risk with Reliability Caution. Historical similarity and SHAP attribution are supporting statistical evidence only and do not establish a physical root cause.",True,False,False
